uid,bid,rating
01a94a02-93e3-45bf-aef8-54e7a19987d7,4658,no
01a94a02-93e3-45bf-aef8-54e7a19987d7,4644,no
01a94a02-93e3-45bf-aef8-54e7a19987d7,1149,yes
01a94a02-93e3-45bf-aef8-54e7a19987d7,1027,no
01a94a02-93e3-45bf-aef8-54e7a19987d7,2310,yes
01a94a02-93e3-45bf-aef8-54e7a19987d7,253,yes
01a94a02-93e3-45bf-aef8-54e7a19987d7,3223,no
01a94a02-93e3-45bf-aef8-54e7a19987d7,4459,no
01a94a02-93e3-45bf-aef8-54e7a19987d7,385,yes
06fc8ae8-5654-403d-a49f-e193954f2622,2764,no
06fc8ae8-5654-403d-a49f-e193954f2622,2706,yes
06fc8ae8-5654-403d-a49f-e193954f2622,3134,yes
06fc8ae8-5654-403d-a49f-e193954f2622,4036,yes
06fc8ae8-5654-403d-a49f-e193954f2622,997,no
06fc8ae8-5654-403d-a49f-e193954f2622,253,yes
06fc8ae8-5654-403d-a49f-e193954f2622,3223,no
06fc8ae8-5654-403d-a49f-e193954f2622,4031,yes
06fc8ae8-5654-403d-a49f-e193954f2622,1555,yes
06fc8ae8-5654-403d-a49f-e193954f2622,2827,no
06fc8ae8-5654-403d-a49f-e193954f2622,433,no
06fc8ae8-5654-403d-a49f-e193954f2622,4240,yes
06fc8ae8-5654-403d-a49f-e193954f2622,4459,yes
06fc8ae8-5654-403d-a49f-e193954f2622,3381,yes
06fc8ae8-5654-403d-a49f-e193954f2622,4719,yes
06fc8ae8-5654-403d-a49f-e193954f2622,385,yes
06fc8ae8-5654-403d-a49f-e193954f2622,2310,no
06fc8ae8-5654-403d-a49f-e193954f2622,1405,yes
06fc8ae8-5654-403d-a49f-e193954f2622,9,yes
06fc8ae8-5654-403d-a49f-e193954f2622,1027,yes
06fc8ae8-5654-403d-a49f-e193954f2622,3993,yes
06fc8ae8-5654-403d-a49f-e193954f2622,4094,no
06fc8ae8-5654-403d-a49f-e193954f2622,1280,yes
06fc8ae8-5654-403d-a49f-e193954f2622,1137,yes
06fc8ae8-5654-403d-a49f-e193954f2622,3455,yes
06fc8ae8-5654-403d-a49f-e193954f2622,1332,yes
06fc8ae8-5654-403d-a49f-e193954f2622,1149,yes
06fc8ae8-5654-403d-a49f-e193954f2622,752,no
06fc8ae8-5654-403d-a49f-e193954f2622,3827,yes
06fc8ae8-5654-403d-a49f-e193954f2622,4566,no
06fc8ae8-5654-403d-a49f-e193954f2622,2144,yes
06fc8ae8-5654-403d-a49f-e193954f2622,3982,yes
06fc8ae8-5654-403d-a49f-e193954f2622,1303,yes
06fc8ae8-5654-403d-a49f-e193954f2622,2710,yes
06fc8ae8-5654-403d-a49f-e193954f2622,4172,yes
06fc8ae8-5654-403d-a49f-e193954f2622,2625,yes
06fc8ae8-5654-403d-a49f-e193954f2622,1336,no
06fc8ae8-5654-403d-a49f-e193954f2622,4547,no
06fc8ae8-5654-403d-a49f-e193954f2622,4785,no
06fc8ae8-5654-403d-a49f-e193954f2622,106,yes
06fc8ae8-5654-403d-a49f-e193954f2622,3681,yes
06fc8ae8-5654-403d-a49f-e193954f2622,1583,no
06fc8ae8-5654-403d-a49f-e193954f2622,3012,no
06fc8ae8-5654-403d-a49f-e193954f2622,3379,no
06fc8ae8-5654-403d-a49f-e193954f2622,3721,yes
06fc8ae8-5654-403d-a49f-e193954f2622,3542,no
06fc8ae8-5654-403d-a49f-e193954f2622,3730,yes
06fc8ae8-5654-403d-a49f-e193954f2622,1246,no
06fc8ae8-5654-403d-a49f-e193954f2622,4658,no
06fc8ae8-5654-403d-a49f-e193954f2622,4644,yes
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,106,yes
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,433,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,1303,yes
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,4658,yes
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,4459,yes
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,3993,yes
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,3379,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,1555,yes
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,3223,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,1137,yes
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,4094,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,2310,yes
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,1405,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,4566,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,4785,yes
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,3134,yes
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,4644,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,3455,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,1149,yes
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,2710,yes
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,4031,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,2827,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,2706,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,385,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,4172,yes
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,253,yes
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,4036,yes
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,2764,yes
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,1583,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,3012,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,3730,yes
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,9,yes
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,997,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,1280,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,1027,yes
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,3381,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,4547,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,2625,yes
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,3982,yes
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,752,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,3681,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,1332,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,1246,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,3827,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,1336,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,4240,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,2144,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,3542,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,4719,no
078e1a47-fe97-4a30-b8fb-6856c1cc4ace,3721,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,3379,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,3455,yes
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,4031,yes
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,106,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,4547,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,1246,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,2625,yes
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,3381,yes
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,1332,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,997,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,3134,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,1303,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,3730,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,752,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,253,yes
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,4719,yes
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,2310,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,1149,yes
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,3681,yes
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,2706,yes
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,1405,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,4459,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,1280,yes
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,3827,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,4094,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,3993,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,385,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,3542,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,4785,yes
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,2710,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,433,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,1555,yes
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,3223,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,2144,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,3982,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,3721,yes
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,2827,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,4658,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,1027,yes
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,1137,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,4036,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,1583,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,4566,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,4240,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,4644,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,9,yes
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,4172,yes
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,3012,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,2764,no
0c31b71c-4945-401c-84f0-8ce8f1e85c2e,1336,no
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,1149,no
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,3455,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,4036,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,1280,no
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,3134,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,2625,no
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,253,no
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,4459,no
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,4785,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,4719,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,1137,no
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,4658,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,1555,no
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,385,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,1583,no
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,4172,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,9,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,4240,no
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,4094,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,752,no
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,1303,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,1405,no
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,1332,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,2827,no
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,1336,no
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,433,no
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,3379,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,3721,no
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,4566,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,3982,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,3993,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,4031,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,1246,no
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,3012,no
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,4644,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,3223,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,1027,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,997,no
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,3827,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,2710,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,2706,no
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,3730,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,4547,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,2144,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,3681,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,106,no
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,3542,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,2310,yes
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,3381,no
0c4bc857-e3b7-46fd-bc06-ac7c0dedb218,2764,no
11ca3078-3807-4529-87db-8c1a6d7b314d,3730,yes
11ca3078-3807-4529-87db-8c1a6d7b314d,3223,no
11ca3078-3807-4529-87db-8c1a6d7b314d,253,yes
11ca3078-3807-4529-87db-8c1a6d7b314d,4094,no
11ca3078-3807-4529-87db-8c1a6d7b314d,2827,no
11ca3078-3807-4529-87db-8c1a6d7b314d,1303,yes
11ca3078-3807-4529-87db-8c1a6d7b314d,4785,yes
11ca3078-3807-4529-87db-8c1a6d7b314d,4459,yes
11ca3078-3807-4529-87db-8c1a6d7b314d,2706,no
11ca3078-3807-4529-87db-8c1a6d7b314d,4719,no
11ca3078-3807-4529-87db-8c1a6d7b314d,3455,no
11ca3078-3807-4529-87db-8c1a6d7b314d,106,yes
11ca3078-3807-4529-87db-8c1a6d7b314d,4658,no
11ca3078-3807-4529-87db-8c1a6d7b314d,3982,yes
11ca3078-3807-4529-87db-8c1a6d7b314d,1280,no
11ca3078-3807-4529-87db-8c1a6d7b314d,4240,no
11ca3078-3807-4529-87db-8c1a6d7b314d,4031,no
11ca3078-3807-4529-87db-8c1a6d7b314d,2310,no
11ca3078-3807-4529-87db-8c1a6d7b314d,1555,no
11ca3078-3807-4529-87db-8c1a6d7b314d,3542,no
11ca3078-3807-4529-87db-8c1a6d7b314d,1583,no
11ca3078-3807-4529-87db-8c1a6d7b314d,3827,no
11ca3078-3807-4529-87db-8c1a6d7b314d,997,yes
11ca3078-3807-4529-87db-8c1a6d7b314d,752,yes
11ca3078-3807-4529-87db-8c1a6d7b314d,2710,no
11ca3078-3807-4529-87db-8c1a6d7b314d,4566,no
11ca3078-3807-4529-87db-8c1a6d7b314d,9,no
11ca3078-3807-4529-87db-8c1a6d7b314d,1027,yes
11ca3078-3807-4529-87db-8c1a6d7b314d,4172,yes
11ca3078-3807-4529-87db-8c1a6d7b314d,4644,no
11ca3078-3807-4529-87db-8c1a6d7b314d,4036,no
11ca3078-3807-4529-87db-8c1a6d7b314d,1137,no
11ca3078-3807-4529-87db-8c1a6d7b314d,3012,no
11ca3078-3807-4529-87db-8c1a6d7b314d,385,no
11ca3078-3807-4529-87db-8c1a6d7b314d,3381,no
11ca3078-3807-4529-87db-8c1a6d7b314d,3721,yes
11ca3078-3807-4529-87db-8c1a6d7b314d,3681,no
11ca3078-3807-4529-87db-8c1a6d7b314d,2144,no
11ca3078-3807-4529-87db-8c1a6d7b314d,1246,no
11ca3078-3807-4529-87db-8c1a6d7b314d,3134,yes
11ca3078-3807-4529-87db-8c1a6d7b314d,2764,yes
11ca3078-3807-4529-87db-8c1a6d7b314d,1336,no
11ca3078-3807-4529-87db-8c1a6d7b314d,433,no
11ca3078-3807-4529-87db-8c1a6d7b314d,4547,yes
11ca3078-3807-4529-87db-8c1a6d7b314d,3379,no
11ca3078-3807-4529-87db-8c1a6d7b314d,3993,no
11ca3078-3807-4529-87db-8c1a6d7b314d,1149,yes
11ca3078-3807-4529-87db-8c1a6d7b314d,1405,yes
11ca3078-3807-4529-87db-8c1a6d7b314d,1332,no
11ca3078-3807-4529-87db-8c1a6d7b314d,2625,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,4172,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,1137,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,1149,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,4031,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,3993,no
28ad61da-e0a1-4aaa-b398-8f118f67535d,1405,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,4566,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,3012,no
28ad61da-e0a1-4aaa-b398-8f118f67535d,1280,no
28ad61da-e0a1-4aaa-b398-8f118f67535d,2764,no
28ad61da-e0a1-4aaa-b398-8f118f67535d,1583,no
28ad61da-e0a1-4aaa-b398-8f118f67535d,997,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,2827,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,3455,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,3681,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,4240,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,4036,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,3721,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,1332,no
28ad61da-e0a1-4aaa-b398-8f118f67535d,1246,no
28ad61da-e0a1-4aaa-b398-8f118f67535d,2706,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,2710,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,3542,no
28ad61da-e0a1-4aaa-b398-8f118f67535d,3379,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,385,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,3223,no
28ad61da-e0a1-4aaa-b398-8f118f67535d,106,no
28ad61da-e0a1-4aaa-b398-8f118f67535d,3381,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,3982,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,4644,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,4459,no
28ad61da-e0a1-4aaa-b398-8f118f67535d,433,no
28ad61da-e0a1-4aaa-b398-8f118f67535d,253,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,2144,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,4785,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,4719,no
28ad61da-e0a1-4aaa-b398-8f118f67535d,4547,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,1303,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,9,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,4658,no
28ad61da-e0a1-4aaa-b398-8f118f67535d,752,no
28ad61da-e0a1-4aaa-b398-8f118f67535d,3827,no
28ad61da-e0a1-4aaa-b398-8f118f67535d,2625,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,3134,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,1555,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,2310,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,4094,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,3730,yes
28ad61da-e0a1-4aaa-b398-8f118f67535d,1027,no
28ad61da-e0a1-4aaa-b398-8f118f67535d,1336,no
2fac2597-acc5-4419-8271-81419d902eae,4547,no
2fac2597-acc5-4419-8271-81419d902eae,752,no
2fac2597-acc5-4419-8271-81419d902eae,1246,no
2fac2597-acc5-4419-8271-81419d902eae,1027,no
2fac2597-acc5-4419-8271-81419d902eae,3982,no
2fac2597-acc5-4419-8271-81419d902eae,4172,yes
2fac2597-acc5-4419-8271-81419d902eae,1303,yes
2fac2597-acc5-4419-8271-81419d902eae,4031,yes
2fac2597-acc5-4419-8271-81419d902eae,2625,yes
2fac2597-acc5-4419-8271-81419d902eae,1336,no
2fac2597-acc5-4419-8271-81419d902eae,4658,no
2fac2597-acc5-4419-8271-81419d902eae,385,yes
2fac2597-acc5-4419-8271-81419d902eae,2144,no
2fac2597-acc5-4419-8271-81419d902eae,3455,no
2fac2597-acc5-4419-8271-81419d902eae,4459,no
2fac2597-acc5-4419-8271-81419d902eae,253,yes
2fac2597-acc5-4419-8271-81419d902eae,997,yes
2fac2597-acc5-4419-8271-81419d902eae,3381,yes
2fac2597-acc5-4419-8271-81419d902eae,1137,yes
2fac2597-acc5-4419-8271-81419d902eae,4094,no
2fac2597-acc5-4419-8271-81419d902eae,3223,no
2fac2597-acc5-4419-8271-81419d902eae,433,no
2fac2597-acc5-4419-8271-81419d902eae,1583,no
2fac2597-acc5-4419-8271-81419d902eae,4719,no
2fac2597-acc5-4419-8271-81419d902eae,3542,no
2fac2597-acc5-4419-8271-81419d902eae,1280,yes
2fac2597-acc5-4419-8271-81419d902eae,4240,yes
2fac2597-acc5-4419-8271-81419d902eae,2710,yes
2fac2597-acc5-4419-8271-81419d902eae,3681,no
2fac2597-acc5-4419-8271-81419d902eae,3012,no
2fac2597-acc5-4419-8271-81419d902eae,2310,no
2fac2597-acc5-4419-8271-81419d902eae,106,yes
2fac2597-acc5-4419-8271-81419d902eae,1149,yes
2fac2597-acc5-4419-8271-81419d902eae,2764,yes
2fac2597-acc5-4419-8271-81419d902eae,3827,yes
2fac2597-acc5-4419-8271-81419d902eae,3721,yes
2fac2597-acc5-4419-8271-81419d902eae,1332,no
2fac2597-acc5-4419-8271-81419d902eae,3379,no
2fac2597-acc5-4419-8271-81419d902eae,1555,no
2fac2597-acc5-4419-8271-81419d902eae,4785,no
2fac2597-acc5-4419-8271-81419d902eae,3134,no
2fac2597-acc5-4419-8271-81419d902eae,1405,yes
2fac2597-acc5-4419-8271-81419d902eae,2827,yes
2fac2597-acc5-4419-8271-81419d902eae,2706,yes
2fac2597-acc5-4419-8271-81419d902eae,4566,no
2fac2597-acc5-4419-8271-81419d902eae,3730,no
2fac2597-acc5-4419-8271-81419d902eae,3993,no
2fac2597-acc5-4419-8271-81419d902eae,4644,yes
2fac2597-acc5-4419-8271-81419d902eae,4036,no
2fac2597-acc5-4419-8271-81419d902eae,9,no
33365ea9-49cb-42db-82ae-2b742d4042df,3681,no
33365ea9-49cb-42db-82ae-2b742d4042df,997,yes
33365ea9-49cb-42db-82ae-2b742d4042df,4658,no
33365ea9-49cb-42db-82ae-2b742d4042df,752,yes
33365ea9-49cb-42db-82ae-2b742d4042df,3381,no
33365ea9-49cb-42db-82ae-2b742d4042df,2764,no
33365ea9-49cb-42db-82ae-2b742d4042df,3134,yes
33365ea9-49cb-42db-82ae-2b742d4042df,1336,no
33365ea9-49cb-42db-82ae-2b742d4042df,1137,yes
33365ea9-49cb-42db-82ae-2b742d4042df,1332,no
33365ea9-49cb-42db-82ae-2b742d4042df,4644,no
33365ea9-49cb-42db-82ae-2b742d4042df,4031,yes
33365ea9-49cb-42db-82ae-2b742d4042df,2706,yes
33365ea9-49cb-42db-82ae-2b742d4042df,1303,yes
33365ea9-49cb-42db-82ae-2b742d4042df,2710,no
33365ea9-49cb-42db-82ae-2b742d4042df,4094,no
33365ea9-49cb-42db-82ae-2b742d4042df,2625,yes
33365ea9-49cb-42db-82ae-2b742d4042df,1246,no
33365ea9-49cb-42db-82ae-2b742d4042df,4547,yes
33365ea9-49cb-42db-82ae-2b742d4042df,385,no
33365ea9-49cb-42db-82ae-2b742d4042df,3730,no
33365ea9-49cb-42db-82ae-2b742d4042df,3379,no
33365ea9-49cb-42db-82ae-2b742d4042df,3721,no
33365ea9-49cb-42db-82ae-2b742d4042df,1027,yes
33365ea9-49cb-42db-82ae-2b742d4042df,3982,no
33365ea9-49cb-42db-82ae-2b742d4042df,1405,no
33365ea9-49cb-42db-82ae-2b742d4042df,3542,yes
33365ea9-49cb-42db-82ae-2b742d4042df,4719,no
33365ea9-49cb-42db-82ae-2b742d4042df,4240,yes
33365ea9-49cb-42db-82ae-2b742d4042df,3827,no
33365ea9-49cb-42db-82ae-2b742d4042df,1149,yes
33365ea9-49cb-42db-82ae-2b742d4042df,1280,no
33365ea9-49cb-42db-82ae-2b742d4042df,2144,no
33365ea9-49cb-42db-82ae-2b742d4042df,9,yes
